#node time(s) x y
5 106.0 350.00 -4.25
5 106.2 350.00 -3.98
5 106.4 350.00 -3.70
5 106.6 350.00 -3.43
5 106.8 350.00 -3.15
5 107.0 350.00 -2.88
5 107.2 350.00 -2.60
5 107.4 350.00 -2.33
5 107.6 350.00 -2.05
5 107.8 350.00 -1.78
5 108.0 350.00 -1.50
5 108.2 350.00 -1.23
5 108.4 350.00 -0.95
5 108.6 350.00 -0.68
5 108.8 350.00 -0.40
5 109.0 350.00 -0.13
5 109.2 350.00 0.15
5 109.4 350.00 0.42
5 109.6 350.00 0.70
5 109.8 350.00 0.97
5 110.0 350.00 1.25
5 110.2 350.00 1.52
5 110.4 350.00 1.80
5 110.6 350.00 2.07
5 110.8 350.00 2.35
5 111.0 350.00 2.62
5 111.2 350.00 2.90
5 111.4 350.00 3.17
5 111.6 350.00 3.45
5 111.8 350.00 3.72
5 112.0 350.00 4.00
5 112.2 350.00 4.27
5 112.4 350.00 4.55
5 112.6 350.00 4.82
5 112.8 350.00 5.10
5 113.0 350.00 5.37
5 113.2 350.00 5.65
5 113.4 350.00 5.92
5 113.6 350.00 6.20
5 113.8 350.00 6.47
5 114.0 350.00 6.75
5 114.2 350.00 7.02
5 114.4 350.00 7.30
5 114.6 350.00 7.57
5 114.8 350.00 7.85
5 115.0 350.00 8.12
5 115.2 350.00 8.40
5 115.4 350.00 8.67
5 115.6 350.00 8.95
5 115.8 350.00 9.22
5 116.0 350.00 9.50
5 116.2 350.00 9.77
5 116.4 350.00 10.05
5 116.6 350.00 10.32
5 116.8 350.00 10.60
5 117.0 350.00 10.87
5 117.2 350.00 11.15
5 117.4 350.00 11.42
5 117.6 350.00 11.70
5 117.8 350.00 11.97
5 118.0 350.00 12.25
5 118.2 350.00 12.52
5 118.4 350.00 12.80
5 118.6 350.00 13.07
5 118.8 350.00 13.35
5 119.0 350.00 13.62
5 119.2 350.00 13.90
5 119.4 350.00 14.17
5 119.6 350.00 14.45
5 119.8 350.00 14.72
5 120.0 350.00 15.00
5 120.2 350.00 15.27
5 120.4 350.00 15.55
5 120.6 350.00 15.82
5 120.8 350.00 16.10
5 121.0 350.00 16.37
5 121.2 350.00 16.65
5 121.4 350.00 16.92
5 121.6 350.00 17.20
5 121.8 350.00 17.47
5 122.0 350.00 17.75
5 122.2 350.00 18.02
5 122.4 350.00 18.30
5 122.6 350.00 18.57
5 122.8 350.00 18.85
5 123.0 350.00 19.12
5 123.2 350.00 19.40
5 123.4 350.00 19.67
5 123.6 350.00 19.95
5 123.8 350.00 20.22
5 124.0 350.00 20.50
5 124.2 350.00 20.77
5 124.4 350.00 21.05
5 124.6 350.00 21.32
5 124.8 350.00 21.60
5 125.0 350.00 21.87
5 125.2 350.00 22.15
5 125.4 350.00 22.42
5 125.6 350.00 22.70
5 125.8 350.00 22.97
5 126.0 350.00 23.25
5 126.2 350.00 23.52
5 126.4 350.00 23.80
5 126.6 350.00 24.07
5 126.8 350.00 24.35
5 127.0 350.00 24.62
5 127.2 350.00 24.90
5 127.4 350.00 25.17
5 127.6 350.00 25.45
5 127.8 350.00 25.72
5 128.0 350.00 26.00
5 128.2 350.00 26.27
5 128.4 350.00 26.55
5 128.6 350.00 26.82
5 128.8 350.00 27.10
5 129.0 350.00 27.37
5 129.2 350.00 27.65
5 129.4 350.00 27.92
5 129.6 350.00 28.20
5 129.8 350.00 28.47
5 130.0 350.00 28.75
5 130.2 350.00 29.02
5 130.4 350.00 29.30
5 130.6 350.00 29.57
5 130.8 350.00 29.85
5 131.0 350.00 30.12
5 131.2 350.00 30.40
5 131.4 350.00 30.67
5 131.6 350.00 30.95
5 131.8 350.00 31.22
5 132.0 350.00 31.50
5 132.2 350.00 31.77
5 132.4 350.00 32.05
5 132.6 350.00 32.32
5 132.8 350.00 32.60
5 133.0 350.00 32.87
5 133.2 350.00 33.15
5 133.4 350.00 33.42
5 133.6 350.00 33.70
5 133.8 350.00 33.97
5 134.0 350.00 34.25
5 134.2 350.00 34.52
5 134.4 350.00 34.80
5 134.6 350.00 35.07
5 134.8 350.00 35.35
5 135.0 350.00 35.62
5 135.2 350.00 35.90
5 135.4 350.00 36.17
5 135.6 350.00 36.45
5 135.8 350.00 36.72
5 136.0 350.00 37.00
5 136.2 350.00 37.27
5 136.4 350.00 37.55
5 136.6 350.00 37.82
5 136.8 350.00 38.10
5 137.0 350.00 38.37
5 137.2 350.00 38.65
5 137.4 350.00 38.92
5 137.6 350.00 39.20
5 137.8 350.00 39.47
5 138.0 350.00 39.75
5 138.2 350.00 40.02
5 138.4 350.00 40.30
5 138.6 350.00 40.57
5 138.8 350.00 40.85
5 139.0 350.00 41.12
5 139.2 350.00 41.40
5 139.4 350.00 41.67
5 139.6 350.00 41.95
5 139.8 350.00 42.22
5 140.0 350.00 42.50
5 140.2 350.00 42.77
5 140.4 350.00 43.05
5 140.6 350.00 43.32
5 140.8 350.00 43.60
5 141.0 350.00 43.87
5 141.2 350.00 44.15
5 141.4 350.00 44.42
5 141.6 350.00 44.70
5 141.8 350.00 44.97
5 142.0 350.00 45.25
5 142.2 350.00 45.52
5 142.4 350.00 45.80
5 142.6 350.00 46.07
5 142.8 350.00 46.35
5 143.0 350.00 46.62
5 143.2 350.00 46.90
5 143.4 350.00 47.17
5 143.6 350.00 47.45
5 143.8 350.00 47.72
5 144.0 350.00 48.00
5 144.2 350.00 48.27
5 144.4 350.00 48.55
5 144.6 350.00 48.82
5 144.8 350.00 49.10
5 145.0 350.00 49.37
5 145.2 350.00 49.65
5 145.4 350.00 49.92
5 145.6 350.00 50.20
5 145.8 350.00 50.47
5 146.0 350.00 50.75
5 146.2 350.00 51.02
5 146.4 350.00 51.30
5 146.6 350.00 51.57
5 146.8 350.00 51.85
5 147.0 350.00 52.12
5 147.2 350.00 52.40
5 147.4 350.00 52.67
5 147.6 350.00 52.95
5 147.8 350.00 53.22
5 148.0 350.00 53.50
5 148.2 350.00 53.77
5 148.4 350.00 54.05
5 148.6 350.00 54.32
5 148.8 350.00 54.60
5 149.0 350.00 54.87
5 149.2 350.00 55.15
5 149.4 350.00 55.42
5 149.6 350.00 55.70
5 149.8 350.00 55.97
5 150.0 350.00 56.25
5 150.2 350.00 56.52
5 150.4 350.00 56.80
5 150.6 350.00 57.07
5 150.8 350.00 57.35
5 151.0 350.00 57.62
5 151.2 350.00 57.90
5 151.4 350.00 58.17
5 151.6 350.00 58.45
5 151.8 350.00 58.72
5 152.0 350.00 59.00
5 152.2 350.00 59.27
5 152.4 350.00 59.55
5 152.6 350.00 59.82
5 152.8 350.00 60.10
5 153.0 350.00 60.37
5 153.2 350.00 60.65
5 153.4 350.00 60.92
5 153.6 350.00 61.20
5 153.8 350.00 61.47
5 154.0 350.00 61.75
5 154.2 350.00 62.02
5 154.4 350.00 62.30
5 154.6 350.00 62.57
5 154.8 350.00 62.85
5 155.0 350.00 63.12
5 155.2 350.00 63.40
5 155.4 350.00 63.67
5 155.6 350.00 63.95
5 155.8 350.00 64.22
5 156.0 350.00 64.50
5 156.2 350.00 64.77
5 156.4 350.00 65.05
5 156.6 350.00 65.32
5 156.8 350.00 65.60
5 157.0 350.00 65.87
5 157.2 350.00 66.15
5 157.4 350.00 66.42
5 157.6 350.00 66.70
5 157.8 350.00 66.97
5 158.0 350.00 67.25
5 158.2 350.00 67.52
5 158.4 350.00 67.80
5 158.6 350.00 68.07
5 158.8 350.00 68.35
5 159.0 350.00 68.62
5 159.2 350.00 68.90
5 159.4 350.00 69.17
5 159.6 350.00 69.45
5 159.8 350.00 69.72
5 160.0 350.00 70.00
5 160.2 350.00 70.27
5 160.4 350.00 70.55
5 160.6 350.00 70.82
5 160.8 350.00 71.10
5 161.0 350.00 71.37
5 161.2 350.00 71.65
5 161.4 350.00 71.92
5 161.6 350.00 72.20
5 161.8 350.00 72.47
5 162.0 350.00 72.75
5 162.2 350.00 73.02
5 162.4 350.00 73.30
5 162.6 350.00 73.57
5 162.8 350.00 73.85
5 163.0 350.00 74.12
5 163.2 350.00 74.40
5 163.4 350.00 74.67
5 163.6 350.00 74.95
5 163.8 350.00 75.22
5 164.0 350.00 75.50
5 164.2 350.00 75.77
5 164.4 350.00 76.05
5 164.6 350.00 76.32
5 164.8 350.00 76.60
5 165.0 350.00 76.87
5 165.2 350.00 77.15
5 165.4 350.00 77.42
5 165.6 350.00 77.70
5 165.8 350.00 77.97
5 166.0 350.00 78.25
5 166.2 350.00 78.52
5 166.4 350.00 78.80
5 166.6 350.00 79.07
5 166.8 350.00 79.35
5 167.0 350.00 79.62
5 167.2 350.00 79.90
5 167.4 350.00 80.17
5 167.6 350.00 80.45
5 167.8 350.00 80.73
5 168.0 350.00 81.00
5 168.2 350.00 81.28
5 168.4 350.00 81.55
5 168.6 350.00 81.83
5 168.8 350.00 82.10
5 169.0 350.00 82.38
5 169.2 350.00 82.65
5 169.4 350.00 82.93
5 169.6 350.00 83.20
5 169.8 350.00 83.48
5 170.0 350.00 83.75
5 170.2 350.00 84.03
5 170.4 350.00 84.30
5 170.6 350.00 84.58
5 170.8 350.00 84.85
5 171.0 350.00 85.13
5 171.2 350.00 85.40
5 171.4 350.00 85.68
5 171.6 350.00 85.95
5 171.8 350.00 86.23
5 172.0 350.00 86.50
5 172.2 350.00 86.78
5 172.4 350.00 87.05
5 172.6 350.00 87.33
5 172.8 350.00 87.60
5 173.0 350.00 87.88
5 173.2 350.00 88.15
5 173.4 350.00 88.43
5 173.6 350.00 88.70
5 173.8 350.00 88.98
5 174.0 350.00 89.25
5 174.2 350.00 89.53
5 174.4 350.00 89.80
5 174.6 350.00 90.08
5 174.8 350.00 90.35
5 175.0 350.00 90.63
5 175.2 350.00 90.90
5 175.4 350.00 91.18
5 175.6 350.00 91.45
5 175.8 350.00 91.73
5 176.0 350.00 92.00
5 176.2 350.00 92.28
5 176.4 350.00 92.55
5 176.6 350.00 92.83
5 176.8 350.00 93.10
5 177.0 350.00 93.38
5 177.2 350.00 93.65
5 177.4 350.00 93.93
5 177.6 350.00 94.20
5 177.8 350.00 94.48
5 178.0 350.00 94.75
5 178.2 350.00 95.03
5 178.4 350.00 95.30
5 178.6 350.00 95.58
5 178.8 350.00 95.85
5 179.0 350.00 96.13
5 179.2 350.00 96.40
5 179.4 350.00 96.68
5 179.6 350.00 96.95
5 179.8 350.00 97.23
5 180.0 350.00 97.50
5 180.2 350.00 97.78
5 180.4 350.00 98.05
5 180.6 350.00 98.33
5 180.8 350.00 98.60
5 181.0 350.00 98.88
5 181.2 350.00 99.15
5 181.4 350.00 99.43
5 181.6 350.00 99.70
5 181.8 350.00 99.98
5 182.0 350.00 100.25
5 182.2 350.00 100.53
5 182.4 350.00 100.80
5 182.6 350.00 101.08
5 182.8 350.00 101.35
5 183.0 350.00 101.63
5 183.2 350.00 101.90
5 183.4 350.00 102.18
5 183.6 350.00 102.45
5 183.8 350.00 102.73
5 184.0 350.00 103.00
5 184.2 350.00 103.28
5 184.4 350.00 103.55
5 184.6 350.00 103.83
5 184.8 350.00 104.10
5 185.0 350.00 104.38
5 185.2 350.00 104.65
5 185.4 350.00 104.93
5 185.6 350.00 105.20
5 185.8 350.00 105.48
5 186.0 350.00 105.75
5 186.2 350.00 106.03
5 186.4 350.00 106.30
5 186.6 350.00 106.58
5 186.8 350.00 106.85
5 187.0 350.00 107.13
5 187.2 350.00 107.40
5 187.4 350.00 107.68
5 187.6 350.00 107.95
5 187.8 350.00 108.23
5 188.0 350.00 108.50
5 188.2 350.00 108.78
5 188.4 350.00 109.05
5 188.6 350.00 109.33
5 188.8 350.00 109.60
5 189.0 350.00 109.88
5 189.2 350.00 110.15
5 189.4 350.00 110.43
5 189.6 350.00 110.70
5 189.8 350.00 110.98
5 190.0 350.00 111.25
5 190.2 350.00 111.53
5 190.4 350.00 111.80
5 190.6 350.00 112.08
5 190.8 350.00 112.35
5 191.0 350.00 112.63
5 191.2 350.00 112.90
5 191.4 350.00 113.18
5 191.6 350.00 113.45
5 191.8 350.00 113.73
5 192.0 350.00 114.00
5 192.2 350.00 114.28
5 192.4 350.00 114.55
5 192.6 350.00 114.83
5 192.8 350.00 115.10
5 193.0 350.00 115.38
5 193.2 350.00 115.65
5 193.4 350.00 115.93
5 193.6 350.00 116.20
5 193.8 350.00 116.48
5 194.0 350.00 116.75
5 194.2 350.00 117.03
5 194.4 350.00 117.30
5 194.6 350.00 117.58
5 194.8 350.00 117.85
5 195.0 350.00 118.13
5 195.2 350.00 118.40
5 195.4 350.00 118.68
5 195.6 350.00 118.95
5 195.8 350.00 119.23
5 196.0 350.00 119.50
5 196.2 350.00 119.78
5 196.4 350.00 120.05
5 196.6 350.00 120.33
5 196.8 350.00 120.60
5 197.0 350.00 120.88
5 197.2 350.00 121.15
5 197.4 350.00 121.43
5 197.6 350.00 121.70
5 197.8 350.00 121.98
5 198.0 350.00 122.25
5 198.2 350.00 122.53
5 198.4 350.00 122.80
5 198.6 350.00 123.08
5 198.8 350.00 123.35
5 199.0 350.00 123.63
5 199.2 350.00 123.90
5 199.4 350.00 124.18
5 199.6 350.00 124.45
5 199.8 350.00 124.73
5 200.0 350.00 125.00
5 200.2 350.00 125.28
5 200.4 350.00 125.55
5 200.6 350.00 125.83
5 200.8 350.00 126.10
5 201.0 350.00 126.38
5 201.2 350.00 126.65
5 201.4 350.00 126.93
5 201.6 350.00 127.20
5 201.8 350.00 127.48
5 202.0 350.00 127.75
5 202.2 350.00 128.03
5 202.4 350.00 128.30
5 202.6 350.00 128.58
5 202.8 350.00 128.85
5 203.0 350.00 129.13
5 203.2 350.00 129.40
5 203.4 350.00 129.68
5 203.6 350.00 129.95
5 203.8 350.00 130.23
5 204.0 350.00 130.50
5 204.2 350.00 130.78
5 204.4 350.00 131.05
5 204.6 350.00 131.33
5 204.8 350.00 131.60
5 205.0 350.00 131.88
5 205.2 350.00 132.15
5 205.4 350.00 132.43
5 205.6 350.00 132.70
5 205.8 350.00 132.98
5 206.0 350.00 133.25
5 206.2 350.00 133.53
5 206.4 350.00 133.80
5 206.6 350.00 134.08
5 206.8 350.00 134.35
5 207.0 350.00 134.63
5 207.2 350.00 134.90
5 207.4 350.00 135.18
5 207.6 350.00 135.45
5 207.8 350.00 135.73
5 208.0 350.00 136.00
5 208.2 350.00 136.28
5 208.4 350.00 136.55
5 208.6 350.00 136.83
5 208.8 350.00 137.10
5 209.0 350.00 137.38
5 209.2 350.00 137.65
5 209.4 350.00 137.93
5 209.6 350.00 138.20
5 209.8 350.00 138.48
5 210.0 350.00 138.75
5 210.2 350.00 139.03
5 210.4 350.00 139.30
5 210.6 350.00 139.58
5 210.8 350.00 139.85
5 211.0 350.00 140.13
5 211.2 350.00 140.40
5 211.4 350.00 140.68
5 211.6 350.00 140.95
5 211.8 350.00 141.23
5 212.0 350.00 141.50
5 212.2 350.00 141.78
5 212.4 350.00 142.05
5 212.6 350.00 142.33
5 212.8 350.00 142.60
5 213.0 350.00 142.88
5 213.2 350.00 143.15
5 213.4 350.00 143.43
5 213.6 350.00 143.70
5 213.8 350.00 143.98
5 214.0 350.00 144.25
5 214.2 350.00 144.53
5 214.4 350.00 144.80
5 214.6 350.00 145.08
5 214.8 350.00 145.35
5 215.0 350.00 145.63
5 215.2 350.00 145.90
5 215.4 350.00 146.18
5 215.6 350.00 146.45
5 215.8 350.00 146.73
5 216.0 350.00 147.00
5 216.2 350.00 147.28
5 216.4 350.00 147.55
5 216.6 350.00 147.83
5 216.8 350.00 148.10
5 217.0 350.00 148.38
5 217.2 350.00 148.65
5 217.4 350.00 148.93
5 217.6 350.00 149.20
5 217.8 350.00 149.48
5 218.0 350.00 149.75
5 218.2 350.00 150.03
5 218.4 350.00 150.30
5 218.6 350.00 150.58
5 218.8 350.00 150.85
5 219.0 350.00 151.13
5 219.2 350.00 151.40
5 219.4 350.00 151.68
5 219.6 350.00 151.95
5 219.8 350.00 152.23
5 220.0 350.00 152.50
5 220.2 350.00 152.78
5 220.4 350.00 153.05
5 220.6 350.00 153.33
5 220.8 350.00 153.60
5 221.0 350.00 153.88
5 221.2 350.00 154.15
5 221.4 350.00 154.43
5 221.6 350.00 154.70
5 221.8 350.00 154.98
5 222.0 350.00 155.25
5 222.2 350.00 155.53
5 222.4 350.00 155.80
5 222.6 350.00 156.08
5 222.8 350.00 156.35
5 223.0 350.00 156.63
5 223.2 350.00 156.90
5 223.4 350.00 157.18
5 223.6 350.00 157.45
5 223.8 350.00 157.73
5 224.0 350.00 158.00
5 224.2 350.00 158.28
5 224.4 350.00 158.55
5 224.6 350.00 158.83
5 224.8 350.00 159.10
5 225.0 350.00 159.38
5 225.2 350.00 159.65
5 225.4 350.00 159.93
5 225.6 350.00 160.20
5 225.8 350.00 160.48
5 226.0 350.00 160.75
5 226.2 350.00 161.03
5 226.4 350.00 161.30
5 226.6 350.00 161.58
5 226.8 350.00 161.85
5 227.0 350.00 162.13
5 227.2 350.00 162.40
5 227.4 350.00 162.68
5 227.6 350.00 162.95
5 227.8 350.00 163.23
5 228.0 350.00 163.50
5 228.2 350.00 163.78
5 228.4 350.00 164.05
5 228.6 350.00 164.33
5 228.8 350.00 164.60
5 229.0 350.00 164.88
5 229.2 350.00 165.15
5 229.4 350.00 165.43
5 229.6 350.00 165.70
5 229.8 350.00 165.98
5 230.0 350.00 166.25
5 230.2 350.00 166.53
5 230.4 350.00 166.80
5 230.6 350.00 167.08
5 230.8 350.00 167.35
5 231.0 350.00 167.63
5 231.2 350.00 167.90
5 231.4 350.00 168.18
5 231.6 350.00 168.45
5 231.8 350.00 168.73
5 232.0 350.00 169.00
5 232.2 350.00 169.28
5 232.4 350.00 169.55
5 232.6 350.00 169.83
5 232.8 350.00 170.10
5 233.0 350.00 170.38
5 233.2 350.00 170.65
5 233.4 350.00 170.93
5 233.6 350.00 171.20
5 233.8 350.00 171.48
5 234.0 350.00 171.75
5 234.2 350.00 172.03
5 234.4 350.00 172.30
5 234.6 350.00 172.58
5 234.8 350.00 172.85
5 235.0 350.00 173.13
5 235.2 350.00 173.40
5 235.4 350.00 173.68
5 235.6 350.00 173.95
5 235.8 350.00 174.23
5 236.0 350.00 174.50
5 236.2 350.00 174.78
5 236.4 350.00 175.05
5 236.6 350.00 175.33
5 236.8 350.00 175.60
5 237.0 350.00 175.88
5 237.2 350.00 176.15
5 237.4 350.00 176.43
5 237.6 350.00 176.70
5 237.8 350.00 176.98
5 238.0 350.00 177.25
5 238.2 350.00 177.53
5 238.4 350.00 177.80
5 238.6 350.00 178.08
5 238.8 350.00 178.35
5 239.0 350.00 178.63
5 239.2 350.00 178.90
5 239.4 350.00 179.18
5 239.6 350.00 179.45
5 239.8 350.00 179.73
5 240.0 350.00 180.00
5 240.2 350.00 180.28
5 240.4 350.00 180.55
5 240.6 350.00 180.83
5 240.8 350.00 181.10
5 241.0 350.00 181.38
5 241.2 350.00 181.65
5 241.4 350.00 181.93
5 241.6 350.00 182.20
5 241.8 350.00 182.48
5 242.0 350.00 182.75
5 242.2 350.00 183.03
5 242.4 350.00 183.30
5 242.6 350.00 183.58
5 242.8 350.00 183.85
5 243.0 350.00 184.13
5 243.2 350.00 184.40
5 243.4 350.00 184.68
5 243.6 350.00 184.95
5 243.8 350.00 185.23
5 244.0 350.00 185.50
5 244.2 350.00 185.78
5 244.4 350.00 186.05
5 244.6 350.00 186.33
5 244.8 350.00 186.60
5 245.0 350.00 186.88
5 245.2 350.00 187.15
5 245.4 350.00 187.43
5 245.6 350.00 187.70
5 245.8 350.00 187.98
5 246.0 350.00 188.25
5 246.2 350.00 188.53
5 246.4 350.00 188.80
5 246.6 350.00 189.08
5 246.8 350.00 189.35
5 247.0 350.00 189.63
5 247.2 350.00 189.90
5 247.4 350.00 190.18
5 247.6 350.00 190.45
5 247.8 350.00 190.73
5 248.0 350.00 191.00
5 248.2 350.00 191.28
5 248.4 350.00 191.55
5 248.6 350.00 191.83
5 248.8 350.00 192.10
5 249.0 350.00 192.38
5 249.2 350.00 192.65
5 249.4 350.00 192.93
5 249.6 350.00 193.20
5 249.8 350.00 193.48
5 250.0 350.00 193.75
5 250.2 350.00 194.03
5 250.4 350.00 194.30
5 250.6 350.00 194.58
5 250.8 350.00 194.85
5 251.0 350.00 195.13
5 251.2 350.00 195.40
5 251.4 350.00 195.68
5 251.6 350.00 195.95
5 251.8 350.00 196.23
5 252.0 350.00 196.50
5 252.2 350.00 196.78
5 252.4 350.00 197.05
5 252.6 350.00 197.33
5 252.8 350.00 197.60
5 253.0 350.00 197.88
5 253.2 350.00 198.15
5 253.4 350.00 198.43
5 253.6 350.00 198.70
5 253.8 350.00 198.98
5 254.0 350.00 199.25
5 254.2 350.00 199.53
5 254.4 350.00 199.80
5 254.6 350.00 200.08
5 254.8 350.00 200.35
5 255.0 350.00 200.63
5 255.2 350.00 200.90
5 255.4 350.00 201.18
5 255.6 350.00 201.45
5 255.8 350.00 201.73
5 256.0 350.00 202.00
5 256.2 350.00 202.28
5 256.4 350.00 202.55
5 256.6 350.00 202.83
5 256.8 350.00 203.10
5 257.0 350.00 203.38
5 257.2 350.00 203.65
5 257.4 350.00 203.93
5 257.6 350.00 204.20
5 257.8 350.00 204.48
5 258.0 350.00 204.75
5 258.2 350.00 205.03
5 258.4 350.00 205.30
5 258.6 350.00 205.58
5 258.8 350.00 205.85
5 259.0 350.00 206.13
5 259.2 350.00 206.40
5 259.4 350.00 206.68
5 259.6 350.00 206.95
5 259.8 350.00 207.23
5 260.0 350.00 207.50
5 260.2 350.00 207.78
5 260.4 350.00 208.05
5 260.6 350.00 208.33
5 260.8 350.00 208.60
5 261.0 350.00 208.88
5 261.2 350.00 209.15
5 261.4 350.00 209.43
5 261.6 350.00 209.70
5 261.8 350.00 209.98
5 262.0 350.00 210.25
5 262.2 350.00 210.53
5 262.4 350.00 210.80
5 262.6 350.00 211.08
5 262.8 350.00 211.35
5 263.0 350.00 211.63
5 263.2 350.00 211.90
5 263.4 350.00 212.18
5 263.6 350.00 212.45
5 263.8 350.00 212.73
5 264.0 350.00 213.00
5 264.2 350.00 213.28
5 264.4 350.00 213.55
5 264.6 350.00 213.83
5 264.8 350.00 214.10
5 265.0 350.00 214.38
5 265.2 350.00 214.65
5 265.4 350.00 214.93
5 265.6 350.00 215.20
5 265.8 350.00 215.48
5 266.0 350.00 215.75
5 266.2 350.00 216.03
5 266.4 350.00 216.30
5 266.6 350.00 216.58
5 266.8 350.00 216.85
5 267.0 350.00 217.13
5 267.2 350.00 217.40
5 267.4 350.00 217.68
5 267.6 350.00 217.95
5 267.8 350.00 218.23
5 268.0 350.00 218.50
5 268.2 350.00 218.78
5 268.4 350.00 219.05
5 268.6 350.00 219.33
5 268.8 350.00 219.60
5 269.0 350.00 219.88
5 269.2 350.00 220.15
5 269.4 350.00 220.43
5 269.6 350.00 220.70
5 269.8 350.00 220.98
5 270.0 350.00 221.25
5 270.2 350.00 221.53
5 270.4 350.00 221.80
5 270.6 350.00 222.08
5 270.8 350.00 222.35
5 271.0 350.00 222.63
5 271.2 350.00 222.90
5 271.4 350.00 223.18
5 271.6 350.00 223.45
5 271.8 350.00 223.73
5 272.0 350.00 224.00
5 272.2 350.00 224.28
5 272.4 350.00 224.55
5 272.6 350.00 224.83
5 272.8 350.00 225.10
5 273.0 350.00 225.38
5 273.2 350.00 225.65
5 273.4 350.00 225.93
5 273.6 350.00 226.20
5 273.8 350.00 226.48
5 274.0 350.00 226.75
5 274.2 350.00 227.03
5 274.4 350.00 227.30
5 274.6 350.00 227.58
5 274.8 350.00 227.85
5 275.0 350.00 228.13
5 275.2 350.00 228.40
5 275.4 350.00 228.68
5 275.6 350.00 228.95
5 275.8 350.00 229.23
5 276.0 350.00 229.50
5 276.2 350.00 229.78
5 276.4 350.00 230.05
